sample	x.strand	overlapID	count	total_length	pos_over_neg_count	pos_over_neg_legnth
cat_Aag2Ago2.bed	+	3:290316378_290316391	34	709	1.09677419354839	1.0824427480916
cat_Aag2Ago2.bed	+	3:358960010_358960021	16	366	2.28571428571429	2.45637583892617
cat_Aag2Ago2.bed	+	3:80442530_80442545	17	420	0.68	0.798479087452472
cat_Aag2Ago2.bed	+	3:80443147_80443160	23	481	1.64285714285714	1.63605442176871
cat_Aag2Ago2.bed	+	NIGP01001868:26418_26429	13	305	0.928571428571429	1.03741496598639
cat_Aag2mIgG.bed	+	1:162386775_162386866	10	213	0.017636684303351	0.0129145698174983
cat_Aag2mIgG.bed	+	1:162386923_162386950	4	84	0.0109289617486339	0.00748396293656451
cat_Aag2mIgG.bed	+	1:162389561_162389622	4	131	0.00181488203266788	0.00209088152203406
cat_Aag2mIgG.bed	+	1:162394252_162394288	3	63	0.1	0.0658307210031348
cat_Aag2mIgG.bed	+	1:162394482_162394498	4	83	0.0975609756097561	0.0648944487881157
cat_Aag2mIgG.bed	+	1:162394534_162394550	4	83	0.133333333333333	0.0845213849287169
cat_Aag2mIgG.bed	+	1:162394685_162394725	3	61	0.00423131170662906	0.00283826540107947
cat_Aag2mIgG.bed	+	1:162395079_162395134	1	21	0.00632911392405063	0.00443880786303107
cat_Aag2mIgG.bed	+	1:162395315_162395329	1	20	0.0142857142857143	0.0087260034904014
cat_Aag2mIgG.bed	+	1:162395331_162395421	5	105	0.00481231953801732	0.00362131401965856
cat_Aag2mIgG.bed	+	1:162395438_162395488	5	103	0.0231481481481481	0.0161442006269592
cat_Aag2mIgG.bed	+	1:162395539_162395567	8	167	0.0224719101123595	0.0152247242228097
cat_Aag2mIgG.bed	+	1:162395648_162395681	3	62	0.01	0.00718174446889841
cat_Aag2mIgG.bed	+	1:195168085_195168140	16	460	16	24.2105263157895
cat_Aag2mIgG.bed	+	1:205566034_205566080	11	235	0.0973451327433628	0.0735294117647059
cat_Aag2mIgG.bed	+	1:205566223_205566258	8	168	0.0392156862745098	0.0259579728059332
cat_Aag2mIgG.bed	+	1:205566354_205566390	6	125	0.162162162162162	0.118147448015123
cat_Aag2mIgG.bed	+	1:205566928_205567002	6	126	0.00572519083969466	0.0044057484527431
cat_Aag2mIgG.bed	+	1:205567017_205567035	5	105	0.043859649122807	0.0302593659942363
cat_Aag2mIgG.bed	+	1:205567118_205567146	7	145	0.0204081632653061	0.0137649515853427
cat_Aag2mIgG.bed	+	1:205567527_205567600	3	64	0.015625	0.011414303549135
cat_Aag2mIgG.bed	+	1:205575244_205575303	4	128	0.00190748688602766	0.0021728428593254
cat_Aag2mIgG.bed	+	1:205580039_205580057	6	128	0.375	0.213333333333333
cat_Aag2mIgG.bed	+	1:205580161_205580180	6	144	0.136363636363636	0.115942028985507
cat_Aag2mIgG.bed	+	1:205581019_205581088	5	105	0.00480769230769231	0.00367068694284216
cat_Aag2mIgG.bed	+	1:205581131_205581158	7	147	0.04375	0.0334470989761092
cat_Aag2mIgG.bed	+	1:205581205_205581236	4	85	0.0112044817927171	0.00769439666877885
cat_Aag2mIgG.bed	+	1:205581317_205581351	7	150	0.0243055555555556	0.0181862269641125
cat_Aag2mIgG.bed	+	1:205581556_205581590	2	41	0.0158730158730159	0.0113762486126526
cat_Aag2mIgG.bed	+	1:205581655_205581691	3	74	0.0394736842105263	0.0326710816777042
cat_Aag2mIgG.bed	+	1:205588739_205588757	4	85	0.0625	0.0413424124513619
cat_Aag2mIgG.bed	+	1:205588901_205588937	6	131	0.0310880829015544	0.020926517571885
cat_Aag2mIgG.bed	+	1:205589523_205589567	3	64	0.0348837209302326	0.025177025963808
cat_Aag2mIgG.bed	+	1:205589603_205589712	4	84	0.0035810205908684	0.00266658201326942
cat_Aag2mIgG.bed	+	1:205589798_205589825	1	21	0.00266666666666667	0.00179548563611491
cat_Aag2mIgG.bed	+	1:205589827_205589855	3	63	0.0283018867924528	0.0173649393605292
cat_Aag2mIgG.bed	+	1:205592430_205592479	1	19	0.000480076812289966	0.000326421220815366
cat_Aag2mIgG.bed	+	1:205600861_205600871	2	46	0.0206185567010309	0.0139775144333029
cat_Aag2mIgG.bed	+	1:205604237_205604276	2	42	0.0104166666666667	0.0069617105917454
cat_Aag2mIgG.bed	+	1:205604375_205604417	2	42	0.0434782608695652	0.0315789473684211
cat_Aag2mIgG.bed	+	1:205604861_205604892	6	128	0.117647058823529	0.0823151125401929
cat_Aag2mIgG.bed	+	1:205604945_205605018	6	126	0.00567644276253548	0.00432009874511417
cat_Aag2mIgG.bed	+	1:205605024_205605051	3	62	0.0182926829268293	0.0114012504597278
cat_Aag2mIgG.bed	+	1:205605171_205605193	6	126	0.0697674418604651	0.045048265999285
cat_Aag2mIgG.bed	+	1:205605364_205605401	5	109	0.0289017341040462	0.0214863000197122
cat_Aag2mIgG.bed	+	1:205605472_205605513	4	83	0.0291970802919708	0.0207137509358622
cat_Aag2mIgG.bed	+	1:205607758_205607817	4	101	0.00187793427230047	0.00167271161458075
cat_Aag2mIgG.bed	+	1:205612639_205612690	7	149	0.0503597122302158	0.0360774818401937
cat_Aag2mIgG.bed	+	1:205612701_205612734	4	84	0.0930232558139535	0.0601719197707736
cat_Aag2mIgG.bed	+	1:205612825_205612866	3	64	0.0136363636363636	0.00920598388952819
cat_Aag2mIgG.bed	+	1:205613263_205613319	3	62	0.0164835164835165	0.0119276644863409
cat_Aag2mIgG.bed	+	1:205613533_205613603	5	105	0.00496524329692155	0.0037463874121383
cat_Aag2mIgG.bed	+	1:205613721_205613750	6	140	0.0172910662824208	0.0131319763624425
cat_Aag2mIgG.bed	+	1:205614130_205614208	2	40	0.00943396226415094	0.00637450199203187
cat_Aag2mIgG.bed	+	1:205616343_205616402	5	138	0.00236630383341221	0.00231804209430064
cat_Aag2mIgG.bed	+	1:205628162_205628198	4	84	0.0228571428571429	0.0150483697599427
cat_Aag2mIgG.bed	+	1:205628359_205628377	1	22	0.0126582278481013	0.00885668276972625
cat_Aag2mIgG.bed	+	1:205628392_205628434	3	63	0.0128755364806867	0.00892098555649957
cat_Aag2mIgG.bed	+	1:205628600_205628662	4	84	0.0233918128654971	0.0171009771986971
cat_Aag2mIgG.bed	+	1:205628947_205628973	5	105	0.029940119760479	0.0194408442880948
cat_Aag2mIgG.bed	+	1:205629055_205629087	5	117	0.0149253731343284	0.0114818449460255
cat_Aag2mIgG.bed	+	1:205629167_205629202	2	41	0.00694444444444444	0.00495348556240184
cat_Aag2mIgG.bed	+	1:205631682_205631738	3	69	0.00151209677419355	0.00125338322646273
cat_Aag2mIgG.bed	+	1:205636748_205636785	2	42	0.0121212121212121	0.00816961680606886
cat_Aag2mIgG.bed	+	1:205636945_205636960	4	81	0.0425531914893617	0.0267150395778364
cat_Aag2mIgG.bed	+	1:205637453_205637528	1	21	0.000931098696461825	0.00071051563134389
cat_Aag2mIgG.bed	+	1:205637751_205637796	5	104	0.0179856115107914	0.0129724335786454
cat_Aag2mIgG.bed	+	1:205640266_205640295	3	77	0.00153295861011753	0.00141710836277974
cat_Aag2mIgG.bed	+	1:205645149_205645175	12	250	0.100840336134454	0.0731850117096019
cat_Aag2mIgG.bed	+	1:205645334_205645368	4	84	0.0223463687150838	0.0150699677072121
cat_Aag2mIgG.bed	+	1:205646041_205646113	6	126	0.00538599640933573	0.00405967071559751
cat_Aag2mIgG.bed	+	1:205646119_205646141	2	42	0.00985221674876847	0.00620109257345342
cat_Aag2mIgG.bed	+	1:205648855_205648910	2	57	0.000968992248062015	0.000990735751655572
cat_Aag2mIgG.bed	+	1:205653919_205653956	6	127	0.0304568527918782	0.0201651317878692
cat_Aag2mIgG.bed	+	1:205654151_205654192	1	21	0.0045045045045045	0.00303205313312157
cat_Aag2mIgG.bed	+	1:205654554_205654574	2	43	0.05	0.0345104333868379
cat_Aag2mIgG.bed	+	1:205654648_205654699	3	79	0.0046656298600311	0.00400466365894459
cat_Aag2mIgG.bed	+	1:205654786_205654836	2	42	0.0131578947368421	0.00834990059642147
cat_Aag2mIgG.bed	+	1:205655492_205655516	2	50	0.000991080277502478	0.000891821992330331
cat_Aag2mIgG.bed	+	1:205660556_205660595	6	125	0.0320855614973262	0.0216938562998959
cat_Aag2mIgG.bed	+	1:205660858_205660886	2	42	0.037037037037037	0.0272373540856031
cat_Aag2mIgG.bed	+	1:205661266_205661341	5	119	0.00503018108651911	0.00437564347698191
cat_Aag2mIgG.bed	+	1:205661453_205661486	3	64	0.00862068965517241	0.00588235294117647
cat_Aag2mIgG.bed	+	1:205661745_205661771	1	21	0.0188679245283019	0.0116343490304709
cat_Aag2mIgG.bed	+	1:205668989_205669027	11	234	0.0873015873015873	0.0639518994260727
cat_Aag2mIgG.bed	+	1:205669180_205669214	2	44	0.0099009900990099	0.00683335921726976
cat_Aag2mIgG.bed	+	1:205669329_205669350	4	81	0.0952380952380952	0.0687606112054329
cat_Aag2mIgG.bed	+	1:205669376_205669399	1	21	0.0101010101010101	0.00657894736842105
cat_Aag2mIgG.bed	+	1:205669617_205669677	1	21	0.00625	0.00444821012497352
cat_Aag2mIgG.bed	+	1:205669918_205669957	5	105	0.00897666068222621	0.00609260763606824
cat_Aag2mIgG.bed	+	1:205669997_205670025	9	189	0.0625	0.0458404074702886
cat_Aag2mIgG.bed	+	1:205670076_205670102	5	120	0.0140449438202247	0.010832280194981
cat_Aag2mIgG.bed	+	1:205670184_205670217	3	63	0.0110294117647059	0.00793151202316505
cat_Aag2mIgG.bed	+	1:205670741_205670768	2	40	0.0186915887850467	0.0116652085156022
cat_Aag2mIgG.bed	+	1:205677792_205677822	3	66	0.0212765957446809	0.0156844106463878
cat_Aag2mIgG.bed	+	1:205678425_205678445	2	42	0.0408163265306122	0.0272197018794556
cat_Aag2mIgG.bed	+	1:205678722_205678747	7	144	0.0721649484536082	0.0463618802318094
cat_Aag2mIgG.bed	+	1:205679129_205679175	1	21	0.00793650793650794	0.00571117759042698
cat_Aag2mIgG.bed	+	1:205686689_205686718	4	86	0.0555555555555556	0.0401493930905696
cat_Aag2mIgG.bed	+	1:205687012_205687045	4	84	0.0655737704918033	0.0445623342175066
cat_Aag2mIgG.bed	+	1:205687132_205687170	3	63	0.00493421052631579	0.00338564058469475
cat_Aag2mIgG.bed	+	1:205687176_205687203	2	42	0.0105263157894737	0.00678842734766446
cat_Aag2mIgG.bed	+	1:205687286_205687316	8	167	0.0219178082191781	0.0148286272420529
cat_Aag2mIgG.bed	+	1:205687321_205687346	9	189	0.104651162790698	0.0672597864768683
cat_Aag2mIgG.bed	+	1:205689936_205689958	3	72	0.00145419292292777	0.00124584717607973
cat_Aag2mIgG.bed	+	1:205694811_205694851	7	160	0.0469798657718121	0.0370627750752838
cat_Aag2mIgG.bed	+	1:205694992_205695032	5	104	0.0280898876404494	0.0188610808850199
cat_Aag2mIgG.bed	+	1:205695435_205695465	1	19	0.00917431192660551	0.00631858995676754
cat_Aag2mIgG.bed	+	1:205695706_205695776	3	63	0.00283553875236295	0.00218514793104644
cat_Aag2mIgG.bed	+	1:205695890_205695921	3	67	0.00882352941176471	0.00642254601226994
cat_Aag2mIgG.bed	+	1:205706023_205706069	177	4966	177	236.47619047619
cat_Aag2mIgG.bed	+	1:205706540_205706570	134	4642	33.5	55.9277108433735
cat_Aag2mIgG.bed	+	1:205706716_205706757	507	14860	63.375	85.8959537572254
cat_Aag2mIgG.bed	+	1:205706917_205706974	862	29056	86.2	135.775700934579
cat_Aag2mIgG.bed	+	1:205706978_205707053	2421	75680	345.857142857143	491.428571428571
cat_Aag2mIgG.bed	+	1:205707269_205707332	372	11180	372	532.380952380952
cat_Aag2mIgG.bed	+	1:205707720_205707758	419	14195	83.8	123.434782608696
cat_Aag2mIgG.bed	+	1:205707906_205707957	304	9348	12.6666666666667	17.6710775047259
cat_Aag2mIgG.bed	+	1:205712778_205712833	3285	94806	469.285714285714	434.889908256881
cat_Aag2mIgG.bed	+	1:205719082_205719110	20	603	20	28.7142857142857
cat_Aag2mIgG.bed	+	1:205719541_205719561	7	193	1.75	2.27058823529412
cat_Aag2mIgG.bed	+	1:205724879_205724933	4	84	0.0634920634920635	0.0476460578559274
cat_Aag2mIgG.bed	+	1:205725934_205726014	9	185	0.00826446280991736	0.0062059711506206
cat_Aag2mIgG.bed	+	1:205726018_205726050	6	126	0.0327868852459016	0.0214687340262396
cat_Aag2mIgG.bed	+	1:205726160_205726186	6	122	0.0495867768595041	0.0311224489795918
cat_Aag2mIgG.bed	+	1:205728782_205728841	1	20	0.000477099236641221	0.000339766240826312
cat_Aag2mIgG.bed	+	1:205732028_205732039	10	320	5	5.51724137931035
cat_Aag2mIgG.bed	+	1:205736682_205736694	5	104	0.185185185185185	0.12484993997599
cat_Aag2mIgG.bed	+	1:205736839_205736893	4	84	0.025	0.0179756045367002
cat_Aag2mIgG.bed	+	1:205737036_205737072	3	62	0.0149253731343284	0.00981944884383909
cat_Aag2mIgG.bed	+	1:205737189_205737206	4	84	0.108108108108108	0.0813953488372093
cat_Aag2mIgG.bed	+	1:205737331_205737361	4	84	0.0597014925373134	0.0431432973805855
cat_Aag2mIgG.bed	+	1:205737834_205737883	10	206	0.0421940928270042	0.0293698317650413
cat_Aag2mIgG.bed	+	1:205737928_205737959	6	126	0.0178571428571429	0.0124040165386887
cat_Aag2mIgG.bed	+	1:205740593_205740647	4	110	0.00191662673694298	0.00189133425034388
cat_Aag2mIgG.bed	+	1:206221057_206221085	3	60	0.157894736842105	0.0988467874794069
cat_Aag2mIgG.bed	+	1:206222262_206222283	7	172	0.225806451612903	0.192609182530795
cat_Aag2mIgG.bed	+	1:206222445_206222466	2	51	0.0689655172413793	0.0612244897959184
cat_Aag2mIgG.bed	+	1:207269369_207269387	2	47	0.333333333333333	0.254054054054054
cat_Aag2mIgG.bed	+	1:223495945_223495974	25	613	4.16666666666667	4.82677165354331
cat_Aag2mIgG.bed	+	1:223496018_223496059	98	2772	19.6	26.9126213592233
cat_Aag2mIgG.bed	+	1:235479371_235479412	9	190	0.75	0.748031496062992
cat_Aag2mIgG.bed	+	1:235479472_235479510	22	450	1.29411764705882	1.28571428571429
cat_Aag2mIgG.bed	+	1:235480293_235480327	4	83	1	0.922222222222222
cat_Aag2mIgG.bed	+	1:235480617_235480637	6	124	0.666666666666667	0.656084656084656
cat_Aag2mIgG.bed	+	1:235480769_235480795	14	292	1.07692307692308	1.06569343065693
cat_Aag2mIgG.bed	+	1:235481448_235481466	4	84	0.363636363636364	0.368421052631579
cat_Aag2mIgG.bed	+	1:235481594_235481613	6	127	0.461538461538462	0.47037037037037
cat_Aag2mIgG.bed	+	1:235481902_235481922	1	20	0.25	0.232558139534884
cat_Aag2mIgG.bed	+	1:235482027_235482043	5	108	0.454545454545455	0.473684210526316
cat_Aag2mIgG.bed	+	1:235482322_235482367	7	147	0.583333333333333	0.576470588235294
cat_Aag2mIgG.bed	+	1:235482910_235482921	4	81	2	1.92857142857143
cat_Aag2mIgG.bed	+	1:235489266_235489278	2	42	2	2
cat_Aag2mIgG.bed	+	1:235489477_235489495	3	64	1	1.03225806451613
cat_Aag2mIgG.bed	+	1:235489927_235489940	2	52	0.333333333333333	0.429752066115702
cat_Aag2mIgG.bed	+	1:235490255_235490276	2	42	0.125	0.125
cat_Aag2mIgG.bed	+	1:235491098_235491130	6	127	0.545454545454545	0.545064377682403
cat_Aag2mIgG.bed	+	1:235491999_235492015	6	124	3	2.88372093023256
cat_Aag2mIgG.bed	+	1:235492267_235492282	2	41	0.4	0.39047619047619
cat_Aag2mIgG.bed	+	1:235492444_235492455	2	42	1	1
cat_Aag2mIgG.bed	+	1:237409798_237409816	3	73	1	1.15873015873016
cat_Aag2mIgG.bed	+	1:260444218_260444260	2	42	0.04	0.0286689419795222
cat_Aag2mIgG.bed	+	1:281036208_281036226	37	1202	12.3333333333333	14.4819277108434
cat_Aag2mIgG.bed	+	1:281037063_281037089	34	1013	17	18.4181818181818
cat_Aag2mIgG.bed	+	1:52840218_52840229	5	120	0.833333333333333	0.774193548387097
cat_Aag2mIgG.bed	+	1:80227624_80227672	3355	96335	838.75	718.917910447761
cat_Aag2mIgG.bed	+	1:80230059_80230112	358	11829	179	275.093023255814
cat_Aag2mIgG.bed	+	1:80230244_80230282	250	7903	125	183.790697674419
cat_Aag2mIgG.bed	+	1:80230312_80230341	632	19919	126.4	187.915094339623
cat_Aag2mIgG.bed	+	1:80230427_80230454	666	23534	83.25	134.48
cat_Aag2mIgG.bed	+	1:80230458_80230533	2475	76709	309.375	435.846590909091
cat_Aag2mIgG.bed	+	1:80231066_80231107	68	2172	22.6666666666667	34.4761904761905
cat_Aag2mIgG.bed	+	1:80231196_80231237	425	14695	38.6363636363636	55.4528301886792
cat_Aag2mIgG.bed	+	1:80231330_80231364	79	2658	79	126.571428571429
cat_Aag2mIgG.bed	+	2:157364024_157364050	31	1025	15.5	24.4047619047619
cat_Aag2mIgG.bed	+	2:18082301_18082334	59	1233	2.36	2.3988326848249
cat_Aag2mIgG.bed	+	2:18082469_18082499	23	488	0.410714285714286	0.414613423959218
cat_Aag2mIgG.bed	+	2:18082582_18082593	3	62	3	2.95238095238095
cat_Aag2mIgG.bed	+	2:185998780_185998807	30	748	15	19.1794871794872
cat_Aag2mIgG.bed	+	2:185998945_185998974	8	197	4	4.69047619047619
cat_Aag2mIgG.bed	+	2:185999026_185999050	5	110	1.66666666666667	1.66666666666667
cat_Aag2mIgG.bed	+	2:185999165_185999189	13	315	4.33333333333333	5
cat_Aag2mIgG.bed	+	2:204043396_204043429	4	84	0.4	0.2625
cat_Aag2mIgG.bed	+	2:256000570_256000596	2	42	1	1
cat_Aag2mIgG.bed	+	2:256001297_256001316	2	42	2	2
cat_Aag2mIgG.bed	+	2:282285959_282285977	1	29	0.25	0.245762711864407
cat_Aag2mIgG.bed	+	2:289413708_289413725	6	152	6	4.90322580645161
cat_Aag2mIgG.bed	+	2:348318480_348318501	1	20	0.5	0.476190476190476
cat_Aag2mIgG.bed	+	2:393567365_393567389	7	167	7	7.95238095238095
cat_Aag2mIgG.bed	+	2:393568384_393568404	8	182	2	1.93617021276596
cat_Aag2mIgG.bed	+	2:393568876_393568887	2	43	2	1.8695652173913
cat_Aag2mIgG.bed	+	2:393569362_393569387	7	174	3.5	4.14285714285714
cat_Aag2mIgG.bed	+	2:393569630_393569648	12	320	2	2.53968253968254
cat_Aag2mIgG.bed	+	2:393570822_393570857	13	301	2.16666666666667	1.81325301204819
cat_Aag2mIgG.bed	+	2:413904951_413905003	385	11886	385	540.272727272727
cat_Aag2mIgG.bed	+	2:413905214_413905231	11	271	11	12.3181818181818
cat_Aag2mIgG.bed	+	2:413905497_413905558	95	2681	47.5	55.8541666666667
cat_Aag2mIgG.bed	+	2:413905669_413905708	110	3407	55	85.175
cat_Aag2mIgG.bed	+	2:453152250_453152270	1	32	0.25	0.264462809917355
cat_Aag2mIgG.bed	+	2:453159158_453159188	1	28	0.1	0.107692307692308
cat_Aag2mIgG.bed	+	2:5133474_5133570	52	1622	8.66666666666667	13.1869918699187
cat_Aag2mIgG.bed	+	2:53255815_53255830	23	701	7.66666666666667	8.54878048780488
cat_Aag2mIgG.bed	+	2:53255921_53255947	12	349	3	3.38834951456311
cat_Aag2mIgG.bed	+	2:53257043_53257063	10	319	3.33333333333333	3.28865979381443
cat_Aag2mIgG.bed	+	2:53258688_53258699	9	249	4.5	3.71641791044776
cat_Aag2mIgG.bed	+	2:53260642_53260662	12	383	4	4.50588235294118
cat_Aag2mIgG.bed	+	2:53261617_53261644	17	524	2.125	2.53140096618358
cat_Aag2mIgG.bed	+	2:53261739_53261759	8	247	2	2.62765957446809
cat_Aag2mIgG.bed	+	2:69055108_69055130	15	308	3	2.96153846153846
cat_Aag2mIgG.bed	+	2:73192063_73192081	2	42	0.285714285714286	0.172839506172839
cat_Aag2mIgG.bed	+	3:102900321_102900343	14	392	2.33333333333333	2.26589595375723
cat_Aag2mIgG.bed	+	3:10753702_10753719	2	42	1	1.02439024390244
cat_Aag2mIgG.bed	+	3:10755742_10755770	3	62	0.428571428571429	0.418918918918919
cat_Aag2mIgG.bed	+	3:10759609_10759631	3	66	1.5	1.57142857142857
cat_Aag2mIgG.bed	+	3:10763180_10763205	2	42	2	2
cat_Aag2mIgG.bed	+	3:10763785_10763811	3	64	3	3.04761904761905
cat_Aag2mIgG.bed	+	3:10763981_10763998	5	103	5	4.90476190476191
cat_Aag2mIgG.bed	+	3:10764025_10764040	3	63	0.75	0.759036144578313
cat_Aag2mIgG.bed	+	3:11239192_11239234	56	1207	56	57.4761904761905
cat_Aag2mIgG.bed	+	3:162133812_162133823	1	28	0.0769230769230769	0.0748663101604278
cat_Aag2mIgG.bed	+	3:164837882_164837896	1	37	1	1.76190476190476
cat_Aag2mIgG.bed	+	3:164843797_164843812	2	49	0.285714285714286	0.316129032258064
cat_Aag2mIgG.bed	+	3:215746352_215746378	2	37	0.285714285714286	0.228395061728395
cat_Aag2mIgG.bed	+	3:231454012_231454040	203	6729	22.5555555555556	35.4157894736842
cat_Aag2mIgG.bed	+	3:231454043_231454072	557	17653	69.625	103.233918128655
cat_Aag2mIgG.bed	+	3:231454112_231454148	358	12300	89.5	143.023255813953
cat_Aag2mIgG.bed	+	3:231454186_231454263	2440	75037	610	893.297619047619
cat_Aag2mIgG.bed	+	3:235665357_235665369	5	106	5	5.04761904761905
cat_Aag2mIgG.bed	+	3:235665632_235665654	17	354	8.5	8.63414634146342
cat_Aag2mIgG.bed	+	3:235667014_235667038	3	63	0.75	0.75
cat_Aag2mIgG.bed	+	3:235667494_235667519	3	61	3	2.9047619047619
cat_Aag2mIgG.bed	+	3:235670798_235670814	4	83	2	1.88636363636364
cat_Aag2mIgG.bed	+	3:235671269_235671294	7	176	0.777777777777778	0.941176470588235
cat_Aag2mIgG.bed	+	3:242853433_242853449	1	20	0.0909090909090909	0.087719298245614
cat_Aag2mIgG.bed	+	3:259531621_259531635	1	21	0.5	0.466666666666667
cat_Aag2mIgG.bed	+	3:26367556_26367602	1	21	0.0136986301369863	0.00916230366492147
cat_Aag2mIgG.bed	+	3:290316495_290316515	1	18	0.5	0.428571428571429
cat_Aag2mIgG.bed	+	3:290319610_290319628	5	104	1	1.00970873786408
cat_Aag2mIgG.bed	+	3:290325469_290325490	4	81	4	3.85714285714286
cat_Aag2mIgG.bed	+	3:336521264_336521338	1	18	0.008	0.00495185694635488
cat_Aag2mIgG.bed	+	3:370896512_370896585	409	11959	81.8	113.895238095238
cat_Aag2mIgG.bed	+	3:375276157_375276187	59	1679	19.6666666666667	27.0806451612903
cat_Aag2mIgG.bed	+	3:375276343_375276363	26	633	13	15.0714285714286
cat_Aag2mIgG.bed	+	NIGP01000507:3326_3351	1	21	1	1.10526315789474
cat_Aag2mIgG.bed	+	NIGP01001771:10871_10932	3435	100941	3435	3058.81818181818
cat_Aag2mIgG.bed	+	NIGP01001771:13082_13117	112	3657	112	174.142857142857
cat_Aag2mIgG.bed	+	NIGP01001771:13426_13469	525	15538	87.5	126.325203252033
cat_Aag2mIgG.bed	+	NIGP01001771:13540_13599	734	24551	122.333333333333	193.314960629921
cat_Aag2mIgG.bed	+	NIGP01001771:13652_13680	651	22958	50.0769230769231	81.4113475177305
cat_Aag2mIgG.bed	+	NIGP01001771:13683_13760	2444	76475	814.666666666667	1194.921875
cat_Aag2mIgG.bed	+	NIGP01001771:13806_13841	90	3000	15	23.6220472440945
cat_Aag2mIgG.bed	+	NIGP01001771:13966_14026	286	8624	95.3333333333333	136.888888888889
cat_Aag2mIgG.bed	+	NIGP01001771:2278_2337	3309	96067	827.25	850.150442477876
cat_Aag2mIgG.bed	+	NIGP01001771:4273_4321	239	7492	79.6666666666667	120.838709677419
cat_Aag2mIgG.bed	+	NIGP01001771:4938_4971	578	18330	289	426.279069767442
cat_Aag2mIgG.bed	+	NIGP01001771:5082_5152	2407	74885	267.444444444444	374.425
cat_Aag2mIgG.bed	+	NIGP01001771:5207_5240	85	2737	12.1428571428571	18.6190476190476
cat_Aag2mIgG.bed	+	NIGP01001771:5373_5424	269	8054	134.5	191.761904761905
cat_Aag2mIgG.bed	+	NIGP01001771:5537_5563	102	3186	102	144.818181818182
cat_Aag2mIgG.bed	+	NIGP01001771:5591_5666	412	12640	412	549.565217391304
cat_Aag2mIgG.bed	+	NIGP01001771:5685_5705	65	2014	32.5	47.9523809523809
cat_Aag2mIgG.bed	+	NIGP01001771:5777_5820	1236	39395	247.2	375.190476190476
cat_Aag2mIgG.bed	+	NIGP01001771:5824_5861	390	13137	78	123.933962264151
cat_Aag2mIgG.bed	+	NIGP01001771:5916_5928	24	813	12	20.325
cat_Aag2mIgG.bed	+	NIGP01001771:5954_5988	68	2323	68	110.619047619048
cat_Aag2mIgG.bed	+	NIGP01001868:28528_28544	1	21	0.333333333333333	0.287671232876712
cat_Aag2mIgG.bed	+	NIGP01001970:3765_3830	3857	132773	3857	6322.52380952381
cat_Aag2mIgG.bed	+	NIGP01001970:5056_5113	3310	95700	827.5	986.59793814433
cat_Aag2mIgG.bed	+	NIGP01001970:7600_7635	550	16691	183.333333333333	269.209677419355
cat_Aag2mIgG.bed	+	NIGP01001970:7714_7745	608	19159	67.5555555555556	101.37037037037
cat_Aag2mIgG.bed	+	NIGP01001970:7795_7844	380	12023	76	115.605769230769
cat_Aag2mIgG.bed	+	NIGP01001970:8601_8639	339	11414	169.5	248.130434782609
cat_Aag2mIgG.bed	+	NIGP01001970:8731_8766	81	2639	40.5	58.6444444444444
cat_Aag2mIgG.bed	+	NIGP01001970:8786_8838	274	8195	18.2666666666667	26.4354838709677
cat_Aag2mIgG.bed	+	NIGP01001970:8976_9003	35	1076	7	10.247619047619
cat_Aag2mIgG.bed	+	NIGP01002231:165079_165118	18	566	18	25.7272727272727
cat_Aag2mIgG.bed	+	NIGP01002231:165855_165886	12	368	4	2.85271317829457
cat_Aag2mIgG.bed	+	2:256000416_256000438	5	104	2.5	2.47619047619048
cat_Aag2mIgG.bed	+	2:43138797_43138810	2	43	0.666666666666667	0.704918032786885
cat_Aag2mIgG.bed	+	3:290316378_290316391	1	21	0.5	0.51219512195122
cat_Aag2mIgG.bed	+	3:80443147_80443160	1	22	0.5	0.536585365853659
cat_Aag2rIgG.bed	+	1:162389561_162389622	1	18	0.000445037828215398	0.00024217309995022
cat_Aag2rIgG.bed	+	1:162394482_162394498	1	21	0.0277777777777778	0.0167197452229299
cat_Aag2rIgG.bed	+	1:162394534_162394550	1	21	0.0625	0.02625
cat_Aag2rIgG.bed	+	1:162395079_162395134	4	150	0.032520325203252	0.0361184685769323
cat_Aag2rIgG.bed	+	1:205566034_205566080	7	143	0.0804597701149425	0.0493273542600897
cat_Aag2rIgG.bed	+	1:205566223_205566258	1	21	0.00757575757575758	0.0049042503503036
cat_Aag2rIgG.bed	+	1:205581205_205581236	1	21	0.00806451612903226	0.00542215336948102
cat_Aag2rIgG.bed	+	1:205589523_205589567	1	22	0.0277777777777778	0.0157255182273052
cat_Aag2rIgG.bed	+	1:205589603_205589712	1	22	0.00196078431372549	0.00140989489874391
cat_Aag2rIgG.bed	+	1:205589827_205589855	1	21	0.00869565217391304	0.00521480009932953
cat_Aag2rIgG.bed	+	1:205592430_205592479	2	40	0.000911161731207289	0.000543264202963506
cat_Aag2rIgG.bed	+	1:205605472_205605513	1	21	0.0166666666666667	0.00927152317880795
cat_Aag2rIgG.bed	+	1:205612639_205612690	7	141	0.0736842105263158	0.0432515337423313
cat_Aag2rIgG.bed	+	1:205612825_205612866	1	23	0.00813008130081301	0.00575719649561952
cat_Aag2rIgG.bed	+	1:205613263_205613319	6	227	0.0526315789473684	0.0567783891945973
cat_Aag2rIgG.bed	+	1:205614130_205614208	1	20	0.0111111111111111	0.00632511068943706
